TIMESTAMP,RECORD,BattV_Min,Quantum_Avg(1),Quantum_Avg(2),Quantum_Avg(3),Quantum_Avg(4),Temp_1_Avg,Temp_2_Avg,Temp_3_Avg,Temp_4_Avg,RH_1_Avg,RH_2_Avg,RH_3_Avg,RH_4_Avg,Rain_mm_Sul_Tot,DifuseRadiation_Avg,TotalRadiation_Avg
21-12-2018 17:30,7353,13.41,95.6,15.19,11.97,1.949,26.67,27.48,25.54,9.8,92.1,57.94,46.26,99.0,0.0,74.1,77.69
21-12-2018 18:00,7354,12.83,26.22,3.915,3.467,0.384,26.39,27.12,25.37,6.321,93.7,54.31,43.37,98.9,0.0,24.9,26.11
21-12-2018 18:30,7355,12.73,0.997,-0.186,0.067,-0.291,26.02,26.79,25.15,-6.32,95.4,48.89,39.04,98.9,0.0,3.369,4.059
21-12-2018 19:00,7356,12.72,-0.061,-0.385,-0.092,-0.294,25.84,26.55,24.95,-4.942,96.1,45.38,36.11,98.9,0.0,1.753,2.442
21-12-2018 19:30,7357,12.69,-0.062,-0.415,-0.087,-0.236,25.62,26.44,24.83,-8.67,96.6,44.34,35.33,99.0,0.0,1.582,2.316
21-12-2018 20:00,7358,12.66,-0.062,-0.438,-0.091,-0.27,25.47,26.4,24.69,-6.925,97,42.96,34.21,98.8,0.0,1.461,2.229
21-12-2018 20:30,7359,12.64,-0.059,-0.467,-0.09,-0.44,25.38,26.29,24.59,-7.772,97.1,42.6,33.88,98.8,0.0,1.82,2.324
21-12-2018 21:00,7360,12.64,-0.059,-0.494,-0.091,-0.513,25.28,26.19,24.52,-7.55,97.2,43.54,34.59,98.9,0.0,1.632,2.573
21-12-2018 21:30,7361,12.61,-0.052,-0.509,-0.09,-0.523,25.26,25.99,24.38,-7.608,97.4,43.42,34.56,98.9,0.0,1.571,2.268
21-12-2018 22:00,7362,12.57,-0.047,-0.516,-0.086,-0.395,25.26,25.99,24.33,-7.92,97.5,43.14,34.34,99.0,0.0,1.967,2.62
21-12-2018 22:30,7363,12.56,-0.051,-0.528,-0.091,-0.38,25.28,25.8,24.16,-7.812,97.3,42.86,34.06,98.7,0.0,1.761,2.687
21-12-2018 23:00,7364,12.54,-0.043,-0.532,-0.098,-0.364,25.53,25.63,24.01,-6.688,97.6,42.89,34.15,98.6,0.0,1.536,2.243
21-12-2018 23:30,7365,12.5,-0.048,-0.528,-0.093,-0.3,25.56,25.46,23.83,-7.36,97.8,42.66,33.94,98.4,0.0,1.849,2.442
22-12-2018 00:00,7366,12.5,-0.04,-0.532,-0.082,-0.395,26.1,25.36,23.69,-7.437,98.9,42.47,33.82,98.8,0.0,1.732,2.545
22-12-2018 00:30,7367,12.48,-0.033,-0.565,-0.084,-0.376,26.39,25.35,23.64,-5.6,99.5,42.6,33.94,98.9,0.0,1.609,2.167
22-12-2018 01:00,7368,12.48,-0.038,-0.585,-0.078,-0.386,26.14,25.32,23.72,-5.903,99.6,42.44,33.81,99.0,0.0,1.871,2.673
22-12-2018 01:30,7369,12.46,-0.032,-0.602,-0.087,-0.425,25.62,25.28,23.64,-5.659,99.3,42.95,34.22,99.0,0.0,1.586,2.271
22-12-2018 02:00,7370,12.44,-0.029,-0.606,-0.096,-0.468,25.08,25.15,23.55,-6.112,98.9,43.61,34.74,99.0,0.0,2.14,2.994
22-12-2018 02:30,7371,12.43,-0.032,-0.616,-0.102,-0.253,24.81,25.06,23.41,-4.957,98.8,43.16,34.43,98.8,0.0,1.881,2.379
22-12-2018 03:00,7372,12.41,-0.037,-0.604,-0.113,-0.097,24.91,24.87,23.19,-9.69,99.1,43.12,34.4,98.9,0.0,1.748,2.467
22-12-2018 03:30,7373,12.4,-0.035,-0.61,-0.109,-0.14,25.18,24.79,23.14,-12.04,99.4,43.12,34.39,98.9,0.0,1.675,2.534
22-12-2018 04:00,7374,12.41,-0.029,-0.604,-0.101,-0.215,24.89,24.7,23.06,-19.87,99.2,42.4,33.89,99.0,0.0,1.212,2.002
22-12-2018 04:30,7375,12.4,-0.026,-0.619,-0.087,-0.245,24.71,24.9,23.18,-15.5,99,43.07,34.38,99.0,0.0,1.364,2.179
22-12-2018 05:00,7376,12.41,-0.03,-0.609,-0.085,-0.269,24.71,24.98,23.27,-11.69,99,43.29,34.48,99.0,0.254,1.805,2.625
22-12-2018 05:30,7377,12.38,-0.02,-0.644,-0.1,-0.28,23.92,29.68,22.85,-17.41,98.7,44.23,35.27,99.0,18.03,2.476,3.641
22-12-2018 06:00,7378,12.36,0.434,-0.581,-0.024,-0.313,23.53,27.29,22.42,-26.78,98.5,43.58,34.79,99.0,9.91,1.962,2.75
22-12-2018 06:30,7379,12.37,5.708,0.468,0.734,-0.138,23.28,26.12,22.35,-33.13,97.9,42.4,33.88,99.0,2.794,5.609,6.462
22-12-2018 07:00,7380,12.37,10.91,1.505,1.449,-0.024,23.21,25.88,22.35,-36.4,97.9,40.49,32.26,99.0,4.318,8.69,9.6
22-12-2018 07:30,7381,12.41,22.52,4.113,3.002,0.316,23.22,25.73,22.35,-37.32,98,39.88,31.72,99.0,3.81,15.62,16.28
22-12-2018 08:00,7382,12.46,52.41,10.67,8.0,1.33,23.37,25.51,22.49,-37.49,98,39.92,31.71,99.0,0.508,36.79,38.92
22-12-2018 08:30,7383,12.87,107.5,21.14,17.21,3.236,23.61,25.66,22.68,-37.1,97.9,40.35,31.96,99.0,0.254,76.99,80.6
22-12-2018 09:00,7384,13.16,183.3,32.38,28.17,5.582,23.82,26.37,22.87,-37.32,97.7,41.41,32.81,99.0,0.0,131.8,138.2
22-12-2018 09:30,7385,13.41,258.2,44.59,37.03,7.235,24.22,26.55,23.15,-35.92,97,43.24,34.25,99.0,0.0,190.2,197.3
22-12-2018 10:00,7386,13.63,226.9,39.35,32.55,6.41,24.77,26.94,23.32,-35.74,95.2,46.44,36.79,99.0,0.0,165.5,171.9
22-12-2018 10:30,7387,13.99,266.4,43.11,36.58,6.901,25.36,27.09,23.67,-36.47,94.7,47.46,37.63,99.0,0.0,194.6,203.2
22-12-2018 11:00,7388,14.01,479.3,93.0,70.19,13.85,27.31,28.3,24.09,-37.22,92.1,55.33,43.82,99.0,0.0,358.7,384.4
22-12-2018 11:30,7389,14.02,385.3,62.9,56.31,11.11,27.01,28.66,24.66,-37.01,88.2,62.0,49.25,99.0,0.0,290.9,303.2
22-12-2018 12:00,7390,13.35,301.4,48.36,44.89,8.49,26.88,28.89,24.97,-37.13,86.2,61.82,49.2,99.0,0.0,219.9,228.0
22-12-2018 12:30,7391,13.31,346.9,60.39,54.15,10.73,27.19,29.04,25.1,-36.79,84.6,62.38,49.6,99.0,0.0,247.5,261.6
22-12-2018 13:00,7392,13.51,399.7,69.64,69.56,11.42,27.22,29.27,25.3,-36.38,83.5,63.28,50.38,99.0,0.0,294.8,316.7
22-12-2018 13:30,7393,13.5,490.8,137.8,106.3,13.6,27.88,30.01,25.87,-34.71,79.61,66.54,52.89,98.7,0.0,384.7,438.8
22-12-2018 14:00,7394,13.51,435.0,86.9,72.46,11.15,28.23,30.1,26.33,-33.96,78.33,66.89,53.13,96.9,0.0,350.4,372.6
22-12-2018 14:30,7395,13.5,465.2,115.0,67.82,11.0,28.44,30.05,26.3,-33.27,76.86,67.69,53.77,97.3,0.254,338.6,363.8
22-12-2018 15:00,7396,13.49,380.0,79.7,54.43,9.48,28.32,30.39,26.4,-30.92,78.15,67.14,53.35,98.0,0.0,295.8,304.4
22-12-2018 15:30,7397,13.49,430.8,132.0,53.6,7.905,28.43,30.49,26.39,-28.22,78.47,68.66,54.47,97.2,0.0,277.5,332.4
22-12-2018 16:00,7398,13.49,339.1,86.5,42.89,5.859,28.56,30.74,26.52,-26.12,77.13,69.05,54.67,96.8,0.0,235.6,263.8
22-12-2018 16:30,7399,13.47,475.2,111.3,34.47,4.3,29.67,29.72,26.7,-25.75,77.31,71.14,56.19,97.5,0.0,204.1,345.2
22-12-2018 17:00,7400,13.46,186.4,34.14,21.18,2.705,27.76,27.45,26.07,-25.61,85.2,64.32,51.62,96.8,7.366,145.6,169.0
22-12-2018 17:30,7401,13.46,50.33,11.48,7.866,0.617,24.23,24.2,23.46,-30.42,95.3,51.41,41.55,98.3,1.016,38.25,40.18
22-12-2018 18:00,7402,12.88,17.97,3.403,2.325,-0.456,24.62,24.17,23.36,-31.66,96.6,46.39,37.04,98.8,0.254,16.21,17.16
22-12-2018 18:30,7403,12.76,1.36,-0.221,0.095,-0.74,25.25,24.11,23.29,-22.23,97.9,45.34,36.19,99.0,0.508,2.933,3.695
22-12-2018 19:00,7404,12.75,-0.015,-0.572,-0.116,-0.704,26,24.14,23.31,-16.7,98.8,44.71,35.65,99.0,0.0,1.98,2.65
22-12-2018 19:30,7405,12.68,-0.019,-0.588,-0.095,-0.647,26.22,24.05,23.27,-17.8,99.1,44.87,35.68,99.0,0.0,1.528,2.182
22-12-2018 20:00,7406,12.65,-0.024,-0.623,-0.09,-0.543,26.23,24.11,23.29,-16.59,99.3,45.25,35.98,99.0,0.0,1.588,2.169
22-12-2018 20:30,7407,12.63,-0.018,-0.645,-0.084,-0.575,26.54,24.03,23.23,-16.13,99.7,45.22,35.98,99.0,0.0,1.576,2.272
22-12-2018 21:00,7408,12.64,-0.013,-0.67,-0.062,-0.481,26.71,24.05,23.27,-18.28,100,44.98,35.81,99.0,1.016,1.506,2.212
22-12-2018 21:30,7409,12.61,0.037,-0.688,-0.062,-1.169,26.56,24.01,23.21,-18.96,99.9,44.34,35.31,99.0,0.0,1.675,2.406
22-12-2018 22:00,7410,12.59,0.056,-0.694,-0.063,-1.865,26.96,23.96,23.18,-18.83,100.3,43.47,34.54,99.0,0.0,1.422,2.194
22-12-2018 22:30,7411,12.57,0.06,-0.689,-0.062,-0.492,27.13,23.99,23.17,-18.57,100.5,43.7,34.72,99.0,0.0,1.672,2.178
22-12-2018 23:00,7412,12.56,0.085,-0.692,-0.053,-0.395,27.15,23.99,23.15,-18.82,100.4,44.5,35.36,99.0,0.0,1.656,2.271
22-12-2018 23:30,7413,12.56,0.084,-0.681,-0.058,-0.273,26.99,23.99,23.13,-18.97,100.2,44.69,35.61,98.9,0.0,1.883,2.566
23-12-2018 00:00,7414,12.55,0.09,-0.673,-0.05,-0.169,26.96,23.95,23.1,-19.75,100.3,44.51,35.5,98.9,0.0,1.59,2.304
23-12-2018 00:30,7415,12.53,0.091,-0.692,-0.048,-0.22,26.85,23.89,23.14,-19.9,100.4,44.44,35.38,99.0,0.0,1.746,2.632
23-12-2018 01:00,7416,12.52,0.087,-0.698,-0.043,-0.207,26.78,23.86,23.11,-21.27,100.4,44.32,35.3,99.0,0.0,1.837,2.712
23-12-2018 01:30,7417,12.49,0.084,-0.709,-0.05,-0.287,27.03,23.85,23.02,-21.14,100.7,44.16,35.19,98.9,0.0,1.764,2.571
23-12-2018 02:00,7418,12.49,0.092,-0.7,-0.043,-0.282,27.75,23.81,23.02,-21.17,101.5,44.11,35.13,98.9,0.0,1.535,2.217
23-12-2018 02:30,7419,12.48,0.095,-0.712,-0.047,-0.174,27.4,23.83,23.0,-22.09,101.2,43.81,34.9,98.9,0.0,1.633,2.331
23-12-2018 03:00,7420,12.48,0.094,-0.711,-0.041,-0.162,27.68,23.88,23.04,-21.31,101.5,43.67,34.84,99.0,0.0,1.726,2.426
23-12-2018 03:30,7421,12.48,0.096,-0.711,-0.033,-0.329,27.47,23.82,22.98,-20.83,101.4,43.68,34.79,99.0,0.0,1.688,2.425
23-12-2018 04:00,7422,12.48,0.097,-0.724,-0.038,-0.144,27.32,23.81,22.97,-21.53,101.2,44.03,35.08,99.0,0.0,1.644,2.318
23-12-2018 04:30,7423,12.48,0.092,-0.729,-0.041,-0.077,26.95,23.76,22.94,-28.13,101.1,44.09,35.2,99.0,0.0,1.572,2.453
23-12-2018 05:00,7424,12.45,0.099,-0.732,-0.046,-0.041,26.83,23.74,22.94,-35.15,100.9,43.74,34.89,99.0,0.0,1.869,2.536
23-12-2018 05:30,7425,12.45,0.097,-0.734,-0.042,0.02,26.81,23.77,22.91,-34.97,101.4,44.25,35.29,99.0,0.0,1.669,2.549
23-12-2018 06:00,7426,12.44,1.708,-0.394,0.182,-0.018,26.73,23.68,22.87,-35.4,101.4,44.0,35.03,99.0,0.0,2.46,3.176
23-12-2018 06:30,7427,12.45,17.43,2.936,2.476,0.54,26.67,23.66,22.86,-35.7,101.4,44.14,35.21,99.0,0.0,15.02,16.48
23-12-2018 07:00,7428,12.61,55.81,11.19,7.796,1.636,26.71,23.77,22.94,-35.89,101.3,44.46,35.39,99.0,0.0,47.12,49.19
23-12-2018 07:30,7429,13.12,132.7,27.86,16.8,3.402,26.86,24.09,23.15,-36.05,101.2,44.68,35.53,99.0,0.0,110.8,113.9
23-12-2018 08:00,7430,13.35,240.6,44.63,23.15,4.476,26.79,24.4,23.49,-35.69,100.6,45.89,36.38,99.0,0.0,176.1,191.2
23-12-2018 08:30,7431,13.97,579.4,59.6,26.75,5.251,26.69,25.14,24.13,-34.85,98.2,53.06,42.28,99.0,0.0,208.4,425.6
23-12-2018 09:00,7432,14.01,553.4,219.4,18.58,3.612,27.16,25.87,24.7,-31.49,88.7,58.61,47.19,99.0,0.0,160.7,438.5
23-12-2018 09:30,7433,14.05,893.0,280.9,27.28,5.472,28.16,26.8,25.38,-30.31,83.8,65.19,52.65,99.0,0.0,181.0,661.0
23-12-2018 10:00,7434,14.05,742.2,330.3,81.0,8.57,28.4,27.85,26.46,-27.7,79.05,66.35,53.68,98.1,0.0,317.3,590.5
23-12-2018 10:30,7435,13.42,456.0,98.1,63.75,11.85,28.62,28.1,26.53,-28.03,78.05,65.88,52.93,97.0,0.0,327.8,379.3
23-12-2018 11:00,7436,13.42,695.9,217.1,73.78,13.47,29.57,28.84,27.38,-13.72,74.97,68.05,54.2,94.2,0.0,397.6,644.7
23-12-2018 11:30,7437,13.43,441.8,79.48,87.5,16.97,30,28.48,27.24,21.99,75.22,67.83,53.87,95.2,0.0,339.3,529.3
23-12-2018 12:00,7438,13.39,429.5,104.3,91.9,13.18,31.52,29.34,27.97,-1.719,72.24,68.98,54.71,96.1,0.0,354.8,504.3
23-12-2018 12:30,7439,13.34,652.1,120.2,97.5,18.25,31.69,29.58,28.03,6.564,71.29,69.25,54.87,95.0,0.0,450.6,630.4
23-12-2018 13:00,7440,13.27,670.7,145.7,196.6,19.78,31.42,32.14,28.64,-17.23,67.25,72.11,57.13,93.1,0.0,481.5,663.5
23-12-2018 13:30,7441,13.19,419.3,201.9,239.2,11.63,30.53,35.86,28.99,26.22,66.78,73.13,58.14,92.6,0.254,354.5,650.6
23-12-2018 14:00,7442,13.39,386.7,210.3,136.3,8.16,31.06,33.44,27.49,25.92,75.31,70.77,56.74,90.1,0.0,284.3,444.9
23-12-2018 14:30,7443,13.33,734.3,447.2,82.1,13.14,32.54,33.86,27.74,25.9,78.83,71.43,57.57,93.9,0.0,381.7,560.3
23-12-2018 15:00,7444,13.34,464.8,257.4,53.34,7.869,30.22,32.65,26.9,25.55,83.9,69.04,56.14,95.7,4.572,257.3,360.8
23-12-2018 15:30,7445,13.36,132.5,25.52,17.17,2.02,25.33,30.04,24.45,22.15,95.4,56.92,46.14,98.3,4.572,98.5,102.1
23-12-2018 16:00,7446,13.35,131.7,25.55,18.5,2.465,25.45,29.02,24.18,23.82,94.1,52.13,41.69,98.9,0.0,97.8,102.7
23-12-2018 16:30,7447,12.8,49.03,9.72,7.677,0.595,25.43,28.95,24.34,24.04,96,50.81,40.54,99.0,0.0,38.06,40.01
23-12-2018 17:00,7448,12.72,17.25,2.884,2.047,-0.272,25.18,28.81,24.32,24.03,96.1,49.77,39.69,99.0,4.826,14.63,15.67
23-12-2018 17:30,7449,12.71,18.52,2.793,1.72,-0.23,25.17,28.07,23.98,23.74,97,49.24,39.26,99.0,0.0,15.38,16.05
23-12-2018 18:00,7450,12.63,9.71,1.35,0.912,-0.244,26.09,28.32,23.94,23.76,98.1,48.79,38.86,99.0,0.0,8.18,9.46
23-12-2018 18:30,7451,12.58,1.201,-0.056,0.049,-0.309,27.24,28.29,23.87,23.73,100.1,48.5,38.56,99.0,0.0,2.37,2.983
23-12-2018 19:00,7452,12.57,-0.016,-0.307,-0.094,-0.297,27.48,28.39,23.81,23.59,100.9,48.24,38.36,99.0,0.0,1.94,2.504
23-12-2018 19:30,7453,12.54,-0.018,-0.316,-0.09,-0.213,26.78,27.85,23.61,9.53,100.3,47.5,37.8,99.0,0.254,1.839,2.305
23-12-2018 20:00,7454,12.56,-0.013,-0.348,-0.084,-0.113,26.34,26.24,23.52,-28.9,99.8,45.78,36.51,99.0,0.0,1.902,2.538
23-12-2018 20:30,7455,12.53,0.029,-0.372,-0.083,-0.017,25.86,25.72,23.39,-18.01,99.5,45.66,36.37,98.9,0.0,1.738,2.303
23-12-2018 21:00,7456,12.5,0.083,-0.386,-0.072,0.017,25.84,25.4,23.29,4.717,99.7,45.68,36.41,98.9,0.0,1.819,2.601
23-12-2018 21:30,7457,12.47,0.086,-0.404,-0.069,0.11,25.6,25.6,23.21,-32.49,99.7,45.27,36.07,99.0,0.0,1.392,2.085
23-12-2018 22:00,7458,12.48,0.089,-0.445,-0.057,0.221,25.59,25.85,23.23,-35.45,99.8,45.05,35.85,99.0,0.0,2.05,2.879
23-12-2018 22:30,7459,12.48,0.082,-0.481,-0.056,0.149,25.54,25.9,23.2,-36.07,99.7,44.9,35.72,99.0,0.0,1.799,2.691
23-12-2018 23:00,7460,12.49,0.075,-0.495,-0.056,0.18,25.68,25.97,23.17,-36.1,99.6,44.76,35.62,99.0,0.0,1.604,2.307
23-12-2018 23:30,7461,12.46,0.076,-0.519,-0.05,0.451,25.67,26.02,23.18,-36.14,99,44.82,35.7,99.0,0.0,1.839,2.688
24-12-2018 00:00,7462,12.45,0.085,-0.54,-0.043,0.461,25.59,26.03,23.13,-36.12,99,44.87,35.75,99.0,0.0,1.512,2.265
24-12-2018 00:30,7463,12.44,0.094,-0.551,-0.051,0.48,25.63,26.14,23.11,-36.37,99.3,44.72,35.54,99.0,0.0,1.574,2.402
24-12-2018 01:00,7464,12.42,0.093,-0.58,-0.049,0.483,25.57,26.12,23.09,-36.47,99,44.88,35.69,99.0,0.0,1.661,2.357
24-12-2018 01:30,7465,12.42,0.09,-0.615,-0.042,0.518,25.29,25.99,23.0,-36.28,99.2,44.73,35.61,99.0,0.0,1.501,2.51
24-12-2018 02:00,7466,12.4,0.096,-0.644,-0.032,0.556,25.25,26.08,23.04,-36.42,99,44.57,35.48,99.0,0.0,1.905,2.493
24-12-2018 02:30,7467,12.4,0.097,-0.647,-0.042,0.621,25.21,26.08,23.09,-36.62,98.6,44.78,35.68,99.0,0.0,1.736,2.575
24-12-2018 03:00,7468,12.38,0.094,-0.662,-0.041,0.599,25.22,26.02,23.05,-36.75,98.5,44.53,35.5,99.0,0.0,1.826,2.799
24-12-2018 03:30,7469,12.37,0.097,-0.653,-0.033,0.573,25.27,25.99,23.05,-36.93,98.1,44.64,35.5,99.0,0.0,1.582,2.593
24-12-2018 04:00,7470,12.37,0.097,-0.674,-0.046,0.641,25.06,25.95,23.03,-37.29,98.6,44.69,35.58,99.0,0.0,1.776,2.553
24-12-2018 04:30,7471,12.34,0.104,-0.679,-0.042,0.649,25,25.9,23.0,-37.25,99,44.55,35.46,99.0,0.0,1.798,2.298
24-12-2018 05:00,7472,12.33,0.102,-0.688,-0.034,0.694,24.94,25.92,22.97,-37.57,99.1,44.3,35.29,99.0,0.0,1.509,2.515
24-12-2018 05:30,7473,12.33,0.103,-0.687,-0.036,0.755,24.91,25.9,22.96,-37.7,99.1,44.45,35.42,99.0,0.0,1.627,2.547
24-12-2018 06:00,7474,12.31,2.853,-0.221,0.24,0.837,24.81,25.83,22.91,-37.71,99.1,44.5,35.43,99.0,0.0,3.814,4.457
24-12-2018 06:30,7475,12.34,26.71,4.16,2.948,1.262,24.72,25.85,22.88,-37.55,99,44.35,35.3,99.0,0.0,20.27,21.85
24-12-2018 07:00,7476,12.5,60.36,12.36,8.62,2.353,24.99,26.11,23.0,-37.53,99,44.48,35.35,99.0,0.0,46.86,49.14
24-12-2018 07:30,7477,12.88,170.1,22.71,14.32,3.441,25.51,26.58,23.39,-37.67,98.1,46.13,36.51,99.0,0.0,98.2,126.9
24-12-2018 08:00,7478,13.42,505.2,34.03,22.99,4.087,27.19,27.4,24.19,-36.98,92.8,52.36,41.62,99.0,0.0,112.0,390.1
24-12-2018 08:30,7479,13.6,593.5,30.48,14.79,3.548,28.06,28.21,24.99,-35.95,86.5,60.3,48.51,99.0,0.0,102.7,424.4
24-12-2018 09:00,7480,13.94,645.8,336.7,21.32,4.62,28.23,29.09,25.52,-26.14,84.5,64.66,52.27,99.0,0.0,152.2,513.8
24-12-2018 09:30,7481,14.01,834.0,387.9,43.32,9.65,28.92,30.24,26.67,-9.14,81,68.49,55.32,99.0,0.0,267.4,629.9
24-12-2018 10:00,7482,14.01,450.0,201.5,64.28,7.175,29,30.19,26.83,-17.91,79.37,68.12,54.84,98.6,0.0,234.5,366.0
24-12-2018 10:30,7483,13.39,956.0,443.2,64.28,12.6,29.77,30.67,27.21,7.727,74.85,68.86,55.04,98.9,0.0,301.0,726.2
24-12-2018 11:00,7484,13.39,707.8,216.8,41.89,8.71,32.47,31.05,28.36,-17.96,72.89,69.77,55.92,96.4,0.0,243.2,880.0
24-12-2018 11:30,7485,13.39,351.9,67.53,78.13,16.74,35.19,31.05,28.81,16.21,76.61,70.0,56.18,92.0,0.0,287.2,719.5
24-12-2018 12:00,7486,13.32,354.7,64.88,71.01,11.38,35.38,30.98,28.58,26.5,78.83,69.71,55.83,94.3,0.0,281.0,481.0
24-12-2018 12:30,7487,13.35,231.5,44.37,36.68,6.536,27.11,27.32,25.84,25.14,91.4,61.55,50.32,94.8,5.588,173.2,182.5
24-12-2018 13:00,7488,13.35,756.5,153.4,168.2,19.47,26.49,26.65,24.97,24.54,93.8,57.29,45.96,98.7,1.016,471.0,655.8
24-12-2018 13:30,7489,13.38,385.2,68.01,64.65,10.9,27.01,27.14,25.34,24.87,90.8,60.47,48.25,99.0,0.0,301.8,318.8
24-12-2018 14:00,7490,13.38,373.8,67.92,78.56,11.2,27.72,27.76,25.63,25.06,88.4,63.05,50.26,99.0,0.0,303.2,324.8
24-12-2018 14:30,7491,13.39,271.3,38.21,42.37,7.668,27.82,27.59,25.64,25.07,87.3,62.4,49.72,98.9,0.0,202.6,213.8
24-12-2018 15:00,7492,13.37,748.7,464.0,64.55,10.23,28.56,28.85,26.25,25.39,83.9,67.42,53.45,99.0,0.0,325.0,544.0
24-12-2018 15:30,7493,13.24,222.9,40.02,32.55,5.078,28.1,28.86,26.56,25.67,82,66.93,53.35,98.9,0.0,183.4,189.9
24-12-2018 16:00,7494,13.28,102.6,16.91,13.37,2.1,27.26,27.91,26.05,25.5,86.8,62.04,49.59,98.2,0.0,86.5,89.9
24-12-2018 16:30,7495,13.44,186.6,33.38,26.87,4.711,27.2,27.67,25.89,25.42,89.6,61.14,48.81,98.8,0.0,147.7,152.8
24-12-2018 17:00,7496,13.44,146.3,25.69,14.33,2.061,27.33,27.85,26.0,25.48,85.4,62.83,49.94,98.9,0.0,100.3,110.2
24-12-2018 17:30,7497,13.46,68.88,11.96,6.052,0.915,27.03,27.4,25.67,25.29,86.4,60.06,47.81,98.2,0.0,53.62,55.44
24-12-2018 18:00,7498,12.93,32.4,6.321,3.878,0.627,26.73,27.11,25.42,25.03,90.9,56.51,45.03,98.4,0.0,28.78,30.52
24-12-2018 18:30,7499,12.78,1.392,0.052,0.111,0.214,26.37,26.76,25.23,24.93,92,53.28,42.39,98.7,0.0,3.867,4.609
24-12-2018 19:00,7500,12.75,-0.065,-0.196,-0.092,0.183,25.91,26.17,24.79,24.54,93.5,50.98,40.7,98.0,0.0,2.445,3.466
24-12-2018 19:30,7501,12.72,-0.068,-0.224,-0.092,0.147,25.31,25.68,24.33,24.13,93.3,49.48,39.47,97.9,0.0,1.779,2.754
24-12-2018 20:00,7502,12.72,-0.062,-0.245,-0.08,0.196,25.14,25.49,24.08,23.94,93.7,47.98,38.21,98.0,0.0,1.552,2.255
24-12-2018 20:30,7503,12.72,-0.068,-0.298,-0.07,0.301,24.99,25.4,23.96,23.84,96,46.04,36.63,98.8,0.0,1.648,2.419
24-12-2018 21:00,7504,12.68,-0.064,-0.333,-0.066,0.332,25.16,25.27,23.92,23.82,95,46.35,36.89,98.5,0.0,1.281,2.194
24-12-2018 21:30,7505,12.67,-0.067,-0.368,-0.048,0.426,25.36,25.38,23.91,23.83,95.7,45.44,36.05,98.7,0.0,1.327,1.882
24-12-2018 22:00,7506,12.66,-0.064,-0.416,-0.047,0.588,25.34,25.4,23.96,23.86,96.4,44.56,35.32,99.0,0.0,1.814,2.476
24-12-2018 22:30,7507,12.65,-0.06,-0.433,-0.05,0.696,25.27,25.41,23.93,23.82,96.7,44.26,35.14,99.0,0.0,1.961,2.703
24-12-2018 23:00,7508,12.65,-0.058,-0.463,-0.047,0.712,24.63,25.24,23.86,23.74,97,43.66,34.64,98.9,0.0,2.296,2.821
24-12-2018 23:30,7509,12.61,-0.046,-0.491,-0.048,0.813,24.59,25.1,23.73,23.61,97.5,43.46,34.51,98.8,0.0,1.572,2.212
25-12-2018 00:00,7510,12.61,-0.045,-0.498,-0.051,0.939,24.55,24.99,23.6,23.31,97.8,43.12,34.27,98.7,0.0,1.984,2.807
25-12-2018 00:30,7511,12.61,-0.037,-0.513,-0.041,1.001,24.6,24.8,23.46,21.67,98.2,42.75,33.94,98.8,0.0,1.678,2.3
25-12-2018 01:00,7512,12.59,-0.04,-0.536,-0.042,1.009,24.63,24.73,23.43,19.15,98.4,43.1,34.2,99.0,0.0,1.735,2.473
25-12-2018 01:30,7513,12.57,-0.04,-0.552,-0.042,1.026,24.71,24.75,23.45,18.29,98.5,43.39,34.46,99.0,0.0,1.83,2.408
25-12-2018 02:00,7514,12.56,-0.042,-0.552,-0.041,1.131,24.55,24.63,23.4,18.2,98.6,43.14,34.3,99.0,0.0,1.858,2.575
25-12-2018 02:30,7515,12.56,-0.035,-0.563,-0.037,1.182,24.7,24.54,23.27,17.55,98.8,42.91,34.06,98.8,0.0,1.329,2.298
25-12-2018 03:00,7516,12.56,-0.051,-0.578,-0.038,1.268,24.78,24.55,23.22,17.54,98.6,42.91,34.11,98.6,0.0,1.339,2.276
25-12-2018 03:30,7517,12.56,-0.052,-0.593,-0.034,1.418,24.87,24.54,23.21,19.77,98,43.03,34.22,98.7,0.0,1.65,2.369
25-12-2018 04:00,7518,12.55,-0.06,-0.619,-0.029,1.384,24.96,24.6,23.24,19.68,97.3,42.93,34.08,98.8,0.0,1.602,2.476
25-12-2018 04:30,7519,12.53,-0.05,-0.622,-0.041,1.337,24.88,24.45,23.13,20.36,97.6,42.62,33.91,98.6,0.0,1.939,2.781
25-12-2018 05:00,7520,12.53,-0.04,-0.598,-0.053,1.223,25.57,24.71,22.94,22.85,98.8,42.83,34.05,98.7,0.0,1.415,1.985
25-12-2018 05:30,7521,12.52,-0.039,-0.612,-0.043,1.263,26.03,25.14,22.87,22.72,99.4,43.05,34.29,98.6,0.0,1.836,2.488
25-12-2018 06:00,7522,12.49,1.372,-0.356,0.184,1.274,26.12,25.4,22.92,22.68,99.1,43.21,34.37,98.8,0.0,2.657,3.6
25-12-2018 06:30,7523,12.53,11.01,1.513,1.673,1.248,26.09,25.47,23.03,22.75,98.9,43.0,34.18,99.0,0.0,8.59,9.59
25-12-2018 07:00,7524,12.49,6.669,0.793,1.067,1.245,26.16,25.44,23.05,22.77,97.6,43.63,34.7,99.0,6.096,5.438,5.827
